ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
586	2584 Alvecot Cir S	33.828216	-84.480735	2584 Alvecot Cir SE, Atlanta, GA	30339	House	http://www.zillow.com/homedetails/2584-Alvecot-Cir-SE-Atlanta-GA-30339/60157263_zpid/	1155	8822	6126	100	82.96703297	11.53846154	28.35051546	6
587	2595 Ashford Rd N	33.863714	-84.322414	2595 Ashford Rd NE, Brookhaven, GA	30319	House	http://www.zillow.com/homedetails/2595-Ashford-Rd-NE-Brookhaven-GA-30319/14559499_zpid/	1179	10670	3292	100	77.47252747	34.61538462	24.22680412	9
588	2599 Baker Rd N	33.76891	-84.474159	2599 Baker Rd NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/2599-Baker-Rd-NW-Atlanta-GA-30318/35864439_zpid/	876	5983	3888	98.9472825	43.95604396	11.53846154	10.30927835	1
589	25 Bradley St SE APT 1	33.753644	-84.368987	25 Bradley St SE APT 11, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/25-Bradley-St-SE-APT-11-Atlanta-GA-30312/82613465_zpid/	637	3860	2571	73.22565002	90.65934066	23.07692308	93.29896907	7
590	2603 Rockcliff Rd S	33.712361	-84.321186	2603 Rockcliff Rd SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/2603-Rockcliff-Rd-SE-Atlanta-GA-30316/14438883_zpid/	1010	9367	4246	96.75732056	65.93406593	7.692307692	14.43298969	2
591	2611 Baker Ridge Dr N	33.770522	-84.4749	2611 Baker Ridge Dr NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/2611-Baker-Ridge-Dr-NW-Atlanta-GA-30318/35864205_zpid/	856	6067	3852	96.34154721	42.85714286	7.692307692	10.30927835	1
592	2617 Whites Mill R	33.710658	-84.293079	2617 Whites Mill Rd, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2617-Whites-Mill-Rd-Decatur-GA-30034/59933651_zpid/	1047	11497	4811	86.45813372	16.48351648	3.846153846	10.30927835	5
593	2620 Northview Av	33.735458	-84.282795	2620 Northview Ave, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2620-Northview-Ave-Decatur-GA-30032/14453731_zpid/	1127	10692	4647	91.33805491	78.57142857	11.53846154	11.34020619	2
594	2622 Sharondale Dr NE # 262	33.82638	-84.37186	2622 Sharondale Dr NE # 2622, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/2622-Sharondale-Dr-NE-2622-Atlanta-GA-30305/2099313803_zpid/	883	6109	2564	99.45554896	86.81318681	57.69230769	92.26804124	8
595	2631 Rantin D	33.683821	-84.471088	2631 Rantin Dr, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/2631-Rantin-Dr-Atlanta-GA-30344/35861430_zpid/	1305	11428	3578	100	93.40659341	11.53846154	99.48453608	0
596	2660 Peachtree Rd NW APT 6	33.827471	-84.388246	2660 Peachtree Rd NW APT 6B, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-6B-Atlanta-GA-30305/35901704_zpid/	932	5204	3114	99.10875121	86.81318681	11.53846154	88.65979381	0
597	2660 Summit Hills D	33.865008	-84.193154	2660 Summit Hills Dr, Tucker, GA	30084	House	http://www.zillow.com/homedetails/2660-Summit-Hills-Dr-Tucker-GA-30084/14563007_zpid/	1735	17969	6523	100	68.68131868	11.53846154	13.91752577	2
598	2676 Colgan Ct S	33.748119	-84.299268	2676 Colgan Ct SE, Atlanta, GA	30317	House	http://www.zillow.com/homedetails/2676-Colgan-Ct-SE-Atlanta-GA-30317/70830688_zpid/	1012	8875	4611	97.61455604	75.27472527	23.07692308	14.43298969	6
599	2683 Rockcliff Rd S	33.709562	-84.32134	2683 Rockcliff Rd SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/2683-Rockcliff-Rd-SE-Atlanta-GA-30316/14438895_zpid/	1040	9625	4504	95.49428397	56.59340659	3.846153846	14.43298969	1
600	2684 Ellwood Dr N	33.827794	-84.37584	2684 Ellwood Dr NE, Atlanta, GA	30305	House	http://www.zillow.com/homedetails/2684-Ellwood-Dr-NE-Atlanta-GA-30305/35932419_zpid/	973	6155	2725	99.83287241	90.10989011	50	90.20618557	3
601	2687 Burton Rd N	33.756089	-84.47546	2687 Burton Rd NW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2687-Burton-Rd-NW-Atlanta-GA-30311/35863772_zpid/	851	7352	3050	100	42.85714286	7.692307692	12.88659794	1
602	26 Simonton Ct # 2	33.86906	-84.17324	26 Simonton Ct # 26, Tucker, GA	30084	Apartment	http://www.zillow.com/homedetails/26-Simonton-Ct-26-Tucker-GA-30084/2101175144_zpid/	1816	19315	7896	100	76.37362637	3.846153846	13.40206186	2
603	2707 Pleasantwood D	33.707164	-84.214759	2707 Pleasantwood Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2707-Pleasantwood-Dr-Decatur-GA-30034/125714996_zpid/	1268	16835	4425	93.82346616	65.93406593	3.846153846	14.43298969	2
604	2727 Landrum Dr S	33.70647	-84.47768	2727 Landrum Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2727-Landrum-Dr-SW-Atlanta-GA-30311/35866796_zpid/	1251	10228	3646	100	54.3956044	7.692307692	10.30927835	1
605	2728 Cherry Laurel Ln S	33.695172	-84.479735	2728 Cherry Laurel Ln SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2728-Cherry-Laurel-Ln-SW-Atlanta-GA-30311/35867051_zpid/	1221	10938	3810	97.91622803	70.32967033	11.53846154	10.30927835	2
606	2735 Defoors Ferry Rd N	33.822351	-84.446588	2735 Defoors Ferry Rd NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/2735-Defoors-Ferry-Rd-NW-Atlanta-GA-30318/35921778_zpid/	791	5882	2133	92.17630832	75.82417582	3.846153846	24.74226804	2
607	275 13th Street Ne # FL 7T	33.78532	-84.37919	275 13th Street Ne # FL 7TH, Atlanta, GA	30309	Apartment	http://www.zillow.com/homedetails/275-13th-Street-Ne-FL-7TH-Atlanta-GA-30309/2099561778_zpid/	512	1923	1482	87.39683605	89.56043956	50	83.50515464	3
608	2759 Terratim L	33.70716	-84.297878	2759 Terratim Ln, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2759-Terratim-Ln-Decatur-GA-30034/14439949_zpid/	1046	11228	4650	98.91028358	35.16483516	3.846153846	14.43298969	5
609	2765 Fairlane Dr S	33.67927	-84.380802	2765 Fairlane Dr SE, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/2765-Fairlane-Dr-SE-Atlanta-GA-30354/35884854_zpid/	1011	9392	3969	96.77123425	20.32967033	3.846153846	13.91752577	5
610	2769 Tilson R	33.728998	-84.282959	2769 Tilson Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2769-Tilson-Rd-Decatur-GA-30032/14448555_zpid/	1162	11149	4687	83.93005281	77.47252747	7.692307692	10.30927835	2
611	2794 Loftview S	33.87159	-84.47108	2794 Loftview Sq, Atlanta, GA	30339	Townhouse	http://www.zillow.com/homedetails/2794-Loftview-Sq-Atlanta-GA-30339/2126799267_zpid/	1182	11752	4262	99.49646856	81.86813187	30.76923077	78.35051546	3
612	2795 Peachtree Rd N	33.830907	-84.385275	2795 Peachtree Rd NE, Atlanta, GA	30305	House	http://www.zillow.com/homedetails/2795-Peachtree-Rd-NE-Atlanta-GA-30305/35894401_zpid/	970	5522	3016	94.90552742	89.01098901	7.692307692	83.50515464	0
613	2795 Peachtree Rd NE UNIT 70	33.830963	-84.385421	2795 Peachtree Rd NE UNIT 709, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/2795-Peachtree-Rd-NE-UNIT-709-Atlanta-GA-30305/88823097_zpid/	970	5522	3016	94.95265559	89.01098901	7.692307692	83.50515464	0
614	2797 Benjamin E Mays Dr S	33.729146	-84.479245	2797 Benjamin E Mays Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2797-Benjamin-E-Mays-Dr-SW-Atlanta-GA-30311/35866532_zpid/	1219	9514	4479	99.31736058	14.28571429	3.846153846	15.46391753	5
615	2800 Mitchell D	33.734908	-84.275353	2800 Mitchell Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2800-Mitchell-Dr-Decatur-GA-30032/14453386_zpid/	1311	11992	4904	93.06329678	76.92307692	11.53846154	11.34020619	2
616	2800 Oxford D	33.705867	-84.301371	2800 Oxford Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2800-Oxford-Dr-Decatur-GA-30034/14438068_zpid/	1001	10847	4235	94.33289804	41.20879121	3.846153846	14.43298969	1
617	2808 Henderson R	33.864136	-84.234609	2808 Henderson Rd, Tucker, GA	30084	House	http://www.zillow.com/homedetails/2808-Henderson-Rd-Tucker-GA-30084/14561810_zpid/	1335	15938	5730	99.86257912	100	15.38461538	99.48453608	0
618	2813 Petersburg C	33.70454	-84.288056	2813 Petersburg Ct, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2813-Petersburg-Ct-Decatur-GA-30034/14437258_zpid/	1081	11741	4358	97.36885604	16.48351648	3.846153846	10.30927835	5
619	2814 Emerald Ct S	33.751416	-84.481009	2814 Emerald Ct SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2814-Emerald-Ct-SW-Atlanta-GA-30311/65441138_zpid/	995	8102	3694	99.2905904	32.41758242	3.846153846	12.88659794	5
620	2814 Peachtree Rd NE # 1	33.83215	-84.38511	2814 Peachtree Rd NE # 11, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/2814-Peachtree-Rd-NE-11-Atlanta-GA-30305/2103144753_zpid/	959	5593	2953	86.02149355	88.46153846	7.692307692	83.50515464	0
621	2816 Knollview D	33.704384	-84.246355	2816 Knollview Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2816-Knollview-Dr-Decatur-GA-30034/14436670_zpid/	1190	15276	4297	98.41466184	25.27472527	3.846153846	15.46391753	5
622	2820 Lloyd R	33.704808	-84.284969	2820 Lloyd Rd, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2820-Lloyd-Rd-Decatur-GA-30034/14437236_zpid/	1081	11901	4858	95.36442539	45.6043956	7.692307692	19.58762887	1
623	2823 Catalina D	33.748152	-84.274606	2823 Catalina Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2823-Catalina-Dr-Decatur-GA-30032/14464199_zpid/	1189	10791	4758	91.3331506	67.03296703	7.692307692	21.64948454	2
624	2823 Horse Shoe Dr S	33.704466	-84.310307	2823 Horse Shoe Dr SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/2823-Horse-Shoe-Dr-SE-Atlanta-GA-30316/14437858_zpid/	991	10848	4507	96.47764834	41.20879121	3.846153846	14.43298969	1
625	2834 Royal Path C	33.768606	-84.273956	2834 Royal Path Ct, Decatur, GA	30030	House	http://www.zillow.com/homedetails/2834-Royal-Path-Ct-Decatur-GA-30030/14476552_zpid/	1388	9796	4183	99.12301413	84.61538462	23.07692308	98.45360825	0
626	2835 Crescent Park Ln # 107	33.893312	-84.472057	2835 Crescent Park Ln # 1072, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/2835-Crescent-Park-Ln-1072-Atlanta-GA-30339/87687635_zpid/	1059	13519	4897	100	85.16483516	38.46153846	72.68041237	3
627	2845 Winterhaven C	33.935568	-84.26925	2845 Winterhaven Ct, Dunwoody, GA	30360	House	http://www.zillow.com/homedetails/2845-Winterhaven-Ct-Dunwoody-GA-30360/54448991_zpid/	1460	18110	4386	100	83.51648352	15.38461538	14.43298969	6
628	2850 Dearwood Dr S	33.677216	-84.404577	2850 Dearwood Dr SW, Atlanta, GA	30315	House	http://www.zillow.com/homedetails/2850-Dearwood-Dr-SW-Atlanta-GA-30315/35892337_zpid/	885	9272	3632	95.0853841	73.07692308	3.846153846	13.40206186	2
629	2854 Mango Cir N	33.794231	-84.481555	2854 Mango Cir NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/2854-Mango-Cir-NW-Atlanta-GA-30318/35924515_zpid/	1000	7226	3827	96.99581605	36.81318681	3.846153846	10.30927835	5
630	2857 River Ridge H	33.667403	-84.270669	2857 River Ridge Hl, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2857-River-Ridge-Hl-Decatur-GA-30034/14427731_zpid/	1529	16023	5740	99.59575378	18.13186813	3.846153846	10.30927835	5
631	2858 Briarcliff Rd N	33.834447	-84.3198	2858 Briarcliff Rd NE, Atlanta, GA	30329	House	http://www.zillow.com/homedetails/2858-Briarcliff-Rd-NE-Atlanta-GA-30329/14543068_zpid/	930	8357	3022	99.21588635	85.16483516	34.61538462	27.83505155	9
632	2862 Laguna Dr # 286	33.7496	-84.2729	2862 Laguna Dr # 2862, Decatur, GA	30032	Condo	http://www.zillow.com/homedetails/2862-Laguna-Dr-2862-Decatur-GA-30032/2099282208_zpid/	1204	10811	4788	90.85602476	67.03296703	7.692307692	21.64948454	2
633	2862 Laguna D	33.749575	-84.272919	2862 Laguna Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2862-Laguna-Dr-Decatur-GA-30032/14464088_zpid/	1204	10810	4788	90.85160871	67.03296703	7.692307692	21.64948454	2
634	2868 Engle Rd N	33.769635	-84.481863	2868 Engle Rd NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/2868-Engle-Rd-NW-Atlanta-GA-30318/88816323_zpid/	990	6807	4912	99.76454773	41.75824176	7.692307692	10.30927835	1
635	2875 Ridgewood Cir N	33.831891	-84.446512	2875 Ridgewood Cir NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/2875-Ridgewood-Cir-NW-Atlanta-GA-30327/35920195_zpid/	919	7020	3185	99.51750052	52.1978022	3.846153846	19.58762887	1
636	2878 Habersham Rd N	33.832899	-84.395592	2878 Habersham Rd NW, Atlanta, GA	30305	House	http://www.zillow.com/homedetails/2878-Habersham-Rd-NW-Atlanta-GA-30305/35901998_zpid/	929	5878	3869	100	84.61538462	3.846153846	47.93814433	4
637	2895 Monticello Pl # 289	33.75608	-84.27165	2895 Monticello Pl # 2895, Decatur, GA	30030	Condo	http://www.zillow.com/homedetails/2895-Monticello-Pl-2895-Decatur-GA-30030/2099310810_zpid/	1274	10198	4558	97.20942794	64.28571429	7.692307692	26.80412371	2
638	2896 Revere C	33.652431	-84.48389	2896 Revere Ct, East Point, GA	30344	House	http://www.zillow.com/homedetails/2896-Revere-Ct-East-Point-GA-30344/35868735_zpid/	1350	13656	4208	100	55.49450549	11.53846154	10.30927835	1
639	28 Brittany Way N	33.83092	-84.35452	28 Brittany Way NE, Atlanta, GA	30324	Condo	http://www.zillow.com/homedetails/28-Brittany-Way-NE-Atlanta-GA-30324/2145177720_zpid/	828	6830	2661	95.51631106	81.31868132	57.69230769	93.29896907	8
640	28 Plantation Dr NE # 2	33.83736	-84.35442	28 Plantation Dr NE # 28, Atlanta, GA	30324	Condo	http://www.zillow.com/homedetails/28-Plantation-Dr-NE-28-Atlanta-GA-30324/2100528355_zpid/	908	7439	3015	99.25050468	81.31868132	19.23076923	89.69072165	0
641	2907 Delcourt D	33.820351	-84.270166	2907 Delcourt Dr, Decatur, GA	30033	House	http://www.zillow.com/homedetails/2907-Delcourt-Dr-Decatur-GA-30033/14540272_zpid/	1506	11932	4989	100	67.03296703	11.53846154	23.19587629	2
642	2908 Skyland Dr N	33.87228	-84.31679	2908 Skyland Dr NE, Atlanta, GA	30341	House	http://www.zillow.com/homedetails/2908-Skyland-Dr-NE-Atlanta-GA-30341/2112605265_zpid/	1223	11590	4465	100	82.41758242	23.07692308	31.44329897	6
643	2911 Bonanza D	33.831912	-84.270062	2911 Bonanza Dr, Decatur, GA	30033	House	http://www.zillow.com/homedetails/2911-Bonanza-Dr-Decatur-GA-30033/14545118_zpid/	1307	11576	3978	99.46362494	58.24175824	7.692307692	10.30927835	1
644	2917 Heather D	33.687499	-84.483645	2917 Heather Dr, East Point, GA	30344	House	http://www.zillow.com/homedetails/2917-Heather-Dr-East-Point-GA-30344/35867347_zpid/	1245	11667	4326	100	71.42857143	11.53846154	13.40206186	2
645	2926 Lookout Pl N	33.834542	-84.375117	2926 Lookout Pl NE, Atlanta, GA	30305	House	http://www.zillow.com/homedetails/2926-Lookout-Pl-NE-Atlanta-GA-30305/35932771_zpid/	1018	6443	3070	99.29082258	89.56043956	38.46153846	90.20618557	3
646	2937 Cascade Rd S	33.720292	-84.48373	2937 Cascade Rd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/2937-Cascade-Rd-SW-Atlanta-GA-30311/35866711_zpid/	1186	9748	3599	98.98359675	14.28571429	3.846153846	15.46391753	5
647	2945 Flat Shoals R	33.705602	-84.294784	2945 Flat Shoals Rd, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2945-Flat-Shoals-Rd-Decatur-GA-30034/14437407_zpid/	1010	11141	4184	99.61351656	16.48351648	3.846153846	10.30927835	5
648	2950 Ml King Jr Dr SW APT 9	33.75293	-84.48411	2950 Ml King Jr Dr SW APT 9B, Atlanta, GA	30311	Apartment	http://www.zillow.com/homedetails/2950-Ml-King-Jr-Dr-SW-APT-9B-Atlanta-GA-30311/2100928473_zpid/	1011	8108	3511	75.28079464	37.91208791	3.846153846	22.68041237	1
649	2965 Pharr Court South NW APT 61	33.836591	-84.384969	2965 Pharr Court South NW APT 615, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/2965-Pharr-Court-South-NW-APT-615-Atlanta-GA-30305/35894656_zpid/	1056	6181	2986	95.18112721	89.01098901	7.692307692	84.53608247	0
650	2974 Mcglynn Ct #	33.699	-84.28316	2974 Mcglynn Ct # 0, Decatur, GA	30034	Condo	http://www.zillow.com/homedetails/2974-Mcglynn-Ct-0-Decatur-GA-30034/2099369180_zpid/	1258	12676	5532	98.90058237	59.89010989	7.692307692	27.31958763	1
651	2974 Mcglynn C	33.69897	-84.283147	2974 Mcglynn Ct, Decatur, GA	30034	House	http://www.zillow.com/homedetails/2974-Mcglynn-Ct-Decatur-GA-30034/14433271_zpid/	1258	12676	5532	98.88838372	59.34065934	7.692307692	27.31958763	1
652	2986 Harlan D	33.673534	-84.42069	2986 Harlan Dr, East Point, GA	30344	House	http://www.zillow.com/homedetails/2986-Harlan-Dr-East-Point-GA-30344/35838375_zpid/	990	9791	3346	100	78.57142857	34.61538462	96.39175258	3
653	2993 Rockwood R	33.674018	-84.483128	2993 Rockwood Rd, East Point, GA	30344	House	http://www.zillow.com/homedetails/2993-Rockwood-Rd-East-Point-GA-30344/35868003_zpid/	1350	12636	4609	100	72.52747253	7.692307692	13.40206186	2
654	2998 Belvedere L	33.750425	-84.267205	2998 Belvedere Ln, Decatur, GA	30032	House	http://www.zillow.com/homedetails/2998-Belvedere-Ln-Decatur-GA-30032/14463680_zpid/	1237	10923	4639	95.14724672	69.78021978	7.692307692	21.64948454	2
655	29 Arpege Way N	33.82022	-84.42372	29 Arpege Way NW, Atlanta, GA	30327	Condo	http://www.zillow.com/homedetails/29-Arpege-Way-NW-Atlanta-GA-30327/35915689_zpid/	916	5408	3530	100	80.76923077	11.53846154	32.4742268	6
656	3018 Meadowview Dr S	33.700164	-84.301944	3018 Meadowview Dr SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/3018-Meadowview-Dr-SE-Atlanta-GA-30316/14438031_zpid/	1047	11455	4716	94.68708011	67.58241758	11.53846154	14.43298969	2
657	301 Glenn St S	33.738353	-84.397588	301 Glenn St SW, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/301-Glenn-St-SW-Atlanta-GA-30312/65462539_zpid/	624	3835	2578	89.35291615	80.21978022	7.692307692	90.72164948	0
658	3033 Springside Ru	33.696484	-84.251445	3033 Springside Run, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3033-Springside-Run-Decatur-GA-30034/14433805_zpid/	1192	15020	4967	99.09838622	39.56043956	3.846153846	15.46391753	1
659	3040 Peachtree Rd NW UNIT 50	33.838329	-84.381079	3040 Peachtree Rd NW UNIT 504, Atlanta, GA	30305	Condo	http://www.zillow.com/homedetails/3040-Peachtree-Rd-NW-UNIT-504-Atlanta-GA-30305/82629043_zpid/	1072	6194	2704	86.78904945	90.65934066	15.38461538	87.62886598	0
660	3057 Pharr Court North N	33.838417	-84.383453	3057 Pharr Court North NW, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/3057-Pharr-Court-North-NW-Atlanta-GA-30305/35943425_zpid/	1122	6278	2888	94.74060294	90.10989011	7.692307692	83.50515464	0
661	3060 Washington R	33.67175	-84.458367	3060 Washington Rd, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/3060-Washington-Rd-Atlanta-GA-30344/35860012_zpid/	1178	11109	3264	100	79.67032967	15.38461538	99.48453608	0
662	3089 Mckenzie R	33.670542	-84.467033	3089 Mckenzie Rd, East Point, GA	30344	House	http://www.zillow.com/homedetails/3089-Mckenzie-Rd-East-Point-GA-30344/35860071_zpid/	1308	11808	3500	100	95.05494505	11.53846154	99.48453608	0
663	308 Melrose Av	33.768834	-84.310338	308 Melrose Ave, Decatur, GA	30030	House	http://www.zillow.com/homedetails/308-Melrose-Ave-Decatur-GA-30030/14477518_zpid/	1172	7257	3176	100	83.51648352	7.692307692	50	4
664	3091 Midway R	33.754619	-84.263233	3091 Midway Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3091-Midway-Rd-Decatur-GA-30032/2137470336_zpid/	1275	10806	4619	96.77538661	66.48351648	7.692307692	16.49484536	2
665	3092 Branham D	33.943613	-84.272867	3092 Branham Dr, Dunwoody, GA	30360	Townhouse	http://www.zillow.com/homedetails/3092-Branham-Dr-Dunwoody-GA-30360/87677791_zpid/	1514	18763	4734	100	79.67032967	11.53846154	14.43298969	2
666	3100 E Point S	33.67057	-84.44458	3100 E Point St, East Point, GA	30344	Apartment	http://www.zillow.com/homedetails/3100-E-Point-St-East-Point-GA-30344/2104086013_zpid/	1112	10486	2745	100	86.81318681	11.53846154	71.64948454	4
667	3105 Colonial Way APT	33.867938	-84.280409	3105 Colonial Way APT F, Chamblee, GA	30341	Condo	http://www.zillow.com/homedetails/3105-Colonial-Way-APT-F-Chamblee-GA-30341/14560527_zpid/	1078	13150	3722	98.6397363	68.13186813	3.846153846	20.6185567	2
668	3113 Nottaway Ct # 311	33.8802	-84.2419	3113 Nottaway Ct # 3113, Atlanta, GA	30341	Condo	http://www.zillow.com/homedetails/3113-Nottaway-Ct-3113-Atlanta-GA-30341/2107415137_zpid/	1297	16518	4463	99.68538714	71.42857143	3.846153846	24.22680412	2
669	3113 Nottaway C	33.880043	-84.241958	3113 Nottaway Ct, Atlanta, GA	30341	House	http://www.zillow.com/homedetails/3113-Nottaway-Ct-Atlanta-GA-30341/14568648_zpid/	1297	16510	4455	99.70126703	71.42857143	3.846153846	24.22680412	2
670	3117 Church S	33.670391	-84.446885	3117 Church St, East Point, GA	30344	House	http://www.zillow.com/homedetails/3117-Church-St-East-Point-GA-30344/35849895_zpid/	1125	10551	2873	100	86.26373626	7.692307692	69.58762887	4
671	3117 Payton Rd N	33.850894	-84.262411	3117 Payton Rd NE, Atlanta, GA	30345	House	http://www.zillow.com/homedetails/3117-Payton-Rd-NE-Atlanta-GA-30345/14553361_zpid/	1215	13243	4536	99.45036964	80.21978022	11.53846154	30.92783505	6
672	3119 Shadow Walk L	33.882383	-84.222268	3119 Shadow Walk Ln, Tucker, GA	30084	Townhouse	http://www.zillow.com/homedetails/3119-Shadow-Walk-Ln-Tucker-GA-30084/14569963_zpid/	1389	18182	4414	98.58375055	70.32967033	11.53846154	15.46391753	2
673	3120 7 Pines Ct # 10	33.87021	-84.47112	3120 7 Pines Ct # 101, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/3120-7-Pines-Ct-101-Atlanta-GA-30339/2102251851_zpid/	1101	11447	4169	100	81.86813187	23.07692308	78.35051546	0
674	3131 Slaton Dr NW APT 2	33.840847	-84.384743	3131 Slaton Dr NW APT 22, Atlanta, GA	30305	Townhouse	http://www.zillow.com/homedetails/3131-Slaton-Dr-NW-APT-22-Atlanta-GA-30305/35943405_zpid/	1074	6457	3093	92.7140639	89.01098901	7.692307692	88.1443299	0
675	3136 Latona Dr S	33.669176	-84.395236	3136 Latona Dr SW, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/3136-Latona-Dr-SW-Atlanta-GA-30354/35886106_zpid/	963	10638	4162	96.55634159	73.62637363	3.846153846	10.30927835	2
676	3136 Pheasant D	33.693047	-84.24523	3136 Pheasant Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3136-Pheasant-Dr-Decatur-GA-30034/14433784_zpid/	1477	16163	5717	97.02272893	29.67032967	3.846153846	15.46391753	5
677	3138 Leyland C	33.668718	-84.261782	3138 Leyland Ct, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3138-Leyland-Ct-Decatur-GA-30034/70837164_zpid/	1541	16045	5848	91.25877135	18.13186813	3.846153846	10.30927835	5
678	3140 Riders Tr	33.693772	-84.202093	3140 Riders Trl, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3140-Riders-Trl-Decatur-GA-30034/14435550_zpid/	1398	18374	6163	100	31.31868132	7.692307692	10.30927835	5
679	3140 Springside Xin	33.692753	-84.251733	3140 Springside Xing, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3140-Springside-Xing-Decatur-GA-30034/14433599_zpid/	1211	14800	5284	99.48060202	39.56043956	3.846153846	15.46391753	1
680	3141 Nottaway C	33.881111	-84.241994	3141 Nottaway Ct, Chamblee, GA	30341	House	http://www.zillow.com/homedetails/3141-Nottaway-Ct-Chamblee-GA-30341/14568697_zpid/	1275	16415	4360	99.41631923	69.78021978	3.846153846	24.22680412	2
681	3149 Gay D	33.722493	-84.261239	3149 Gay Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3149-Gay-Dr-Decatur-GA-30032/14443543_zpid/	1279	13145	5075	93.93776047	61.53846154	3.846153846	17.01030928	2
682	3155 7 Pines Ct # 20	33.87025	-84.47122	3155 7 Pines Ct # 204, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/3155-7-Pines-Ct-204-Atlanta-GA-30339/2099452172_zpid/	1107	11461	4168	100	81.86813187	23.07692308	78.35051546	0
683	3155 Oakcliff Rd N	33.759312	-84.490626	3155 Oakcliff Rd NW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3155-Oakcliff-Rd-NW-Atlanta-GA-30311/35870820_zpid/	1081	8708	3751	97.76905715	32.96703297	3.846153846	22.68041237	5
684	3156 E Wood Valley Rd N	33.842124	-84.415932	3156 E Wood Valley Rd NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/3156-E-Wood-Valley-Rd-NW-Atlanta-GA-30327/35911261_zpid/	749	6545	2320	100	49.45054945	15.38461538	14.43298969	1
685	3167 Forrest Park Rd S	33.666586	-84.355772	3167 Forrest Park Rd SE, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/3167-Forrest-Park-Rd-SE-Atlanta-GA-30354/35874962_zpid/	1291	10948	4226	99.63861811	14.28571429	3.846153846	10.30927835	5
686	3175 Alton R	33.8796	-84.258289	3175 Alton Rd, Atlanta, GA	30341	House	http://www.zillow.com/homedetails/3175-Alton-Rd-Atlanta-GA-30341/14568577_zpid/	1131	14913	4098	98.44076688	68.68131868	7.692307692	27.83505155	2
